tatouage,,,,,,
taupe,,[sound:taupe.mp4],,,,animal
taureau,,[sound:taureau.mp4],,,,animal
tente,,,,https://signsuisse.sgb-fss.ch/fr/lexikon/g/tente/,,outil
Tessin,,,,,,canton lieu
Thurgovie,,,,,,canton lieu
thème,,,,,,
théorie,,,,https://signsuisse.sgb-fss.ch/fr/lexikon/g/theorie/,,
tourisme,,,,,,
tout de suite,,,,,,adverbe
toxique,,,,,,
travaux,,,,,,
traîneau,,,,,,
tricoter,,,,,,
tôt,,,,,,adverbe
uniforme,,[sound:uniforme.mp4],,,,habit
universel - universelle,,[sound:universel - universelle.mp4],,,,adjectif
Unterwald,,,,,,canton lieu
urgence,,,,,,
Uri,,,,,,canton lieu
utiliser,,,,https://signsuisse.sgb-fss.ch/fr/lexikon/g/utiliser/,,verbe
Valais,,,,,,canton lieu
ver de terre,,,,,https://dico.elix-lsf.fr/dictionnaire/ver/n.m.-225508,animal
Versoix,,[sound:Versoix.mp4],,,,lieu ville
viande,,,,,,nourriture
viande seché,,,viande + sec,,,nourriture
virus,,,,,,médecine
visiter,,,,,,
voir,,,,,,verbe
voisin,,,,https://signsuisse.sgb-fss.ch/fr/lexikon/g/voisin/,,
volcan,,,,,,nature
voyager,,[sound:voyager.mp4],,,,verbe
végan,,,,,,adjectif
végétarien - végétarienne,,,,,,adjectif
yaourt,,,,,,nourriture
Zoug,,,,,,canton lieu
Zurich,,,,,,canton lieu
à l'aise,,[sound:à l'aise.mp4],,,,adjectif
à tout à l'heure,,,,https://signsuisse.sgb-fss.ch/fr/lexikon/g/a-tout-a-lheure/,,formule
âne,,,,,,animal
ça dépend,,,,,,formule
écologie,,,,,,
église,,,,,,
éléctricité,,,,https://signsuisse.sgb-fss.ch/fr/lexikon/g/electricite/,,
énerver,,,,,,verbe
épanouir,,[sound:épanouir.mp4],,https://signsuisse.sgb-fss.ch/fr/lexikon/g/epanouir/,,sentiment verbe
étage,,,,,,
étoile,,,,,,nature
étonner,,,,https://signsuisse.sgb-fss.ch/fr/lexikon/g/etonner/,,verbe
étranger,"""Comme dans """"à l'étranger""""""",,,,,
